city,year,page,line_no,organization_name,category,sub_category,line,address,description
Kansas City,1880,10658858,3,THE CHURCH OF THE ANNUNCIATION,Churches,,"THE CHURCH OF THE ANNUNCIATION. Rev. Father W. J. Dalton, Pastor; Rev. D. Keily, Assistant Pastor. Fourteenth, southeast corner Wyoming, West Kansas.",,
Kansas City,1880,10658858,4,UNITARIAN CHURCH,Churches,,"UNITARIAN CHURCH. - Delaware, between Tenth and Eleventh.",,
Kansas City,1880,10658858,6,CENTRAL SCHOOL,Uncategorized,,"CENTRAL SCHOOL.-E. C. White, Principal. Locust, southeast corner Eleventh.",,
Kansas City,1880,10658858,7,WASHINGTON SCHOOL,Uncategorized,,"WASHINGTON SCHOOL.-0. M. Schee, Principal. Independence avenue, southeast corner Cherry.",,
Kansas City,1880,10658858,8,HUMBOLDT SCHOOL,Uncategorized,,"HUMBOLDT SCHOOL. -Mrs. A. J. Warren, Principal. Twelfth, northwest corner Locust.",,
Kansas City,1880,10658858,9,FRANKLIN SCHOOL,Uncategorized,,"FRANKLIN SCHOOL.-G. T. Johnson, Principal. Fourteenth, northeast corner Washington avenue.",,
Kansas City,1880,10658858,10,LATHROP SCHOOL,Uncategorized,,"LATHROP SCHOOL. -Mrs. Clara Hoffmann, Principal. Eighth, southeast corner May.",,
Kansas City,1880,10658858,11,BENTON SCHOOL,Uncategorized,,"BENTON SCHOOL.-J. C. Davis, Principal. Liberty, northeast corner Fourteenth, West Kansas.",,
Kansas City,1880,10658858,12,LINCOLN SCHOOL (COLORED),Uncategorized,,"LINCOLN SCHOOL (COLORED). -John A. Agee, Principal. Campbell, corner Eleventh.",,
Kansas City,1880,10658858,13,WYOMING STREET SCHOOL (COLORED),Uncategorized,,"WYOMING STREET SCHOOL (COLORED). -Miss T. New- comb, Principal. 809 Wyoming, West Kansas.",,
Kansas City,1880,10658858,14,EAST KANSAS SCHOOL,Uncategorized,,"EAST KANSAS SCHOOL. -Miss Mary Long, Principal.",,
Kansas City,1880,10658858,1,WOODLAND SCHOOL,Uncategorized,,"WOODLAND SCHOOL.—Miss Elizabeth B. Densmore, Principal. Eighth, corner Woodland avenue.",,
Kansas City,1880,10658858,2,MORSE SCHOOL,Uncategorized,,"MORSE SCHOOL.—H. A. White, Principal. Charlotte, southeast corner Twelfth.",,
Kansas City,1880,10658858,3,"KANSAS CITY, KANSAS, PUBLIC SCHOOL, No. 3",Uncategorized,,"KANSAS CITY, KANSAS, PUBLIC SCHOOL, No. 3, Kansas City, Kansas. East side Wood, bet. Fifth and Sixth.",,
Kansas City,1880,10658858,4,SPALDING'S COMMERCIAL COLLEGE,Uncategorized,,"SPALDING'S COMMERCIAL COLLEGE.—J. F. Spalding, A. M., President. 914 and 916 Main.",,
Kansas City,1880,10658858,5,ST. TERESA'S ACADEMY,Uncategorized,,"ST. TERESA'S ACADEMY.—Mother Herman Joseph, Mother Superior. Twelfth, northeast corner Washington.",,
Kansas City,1880,10658858,6,COLLEGE OF PHYSICIANS AND SURGEONS,Uncategorized,,"COLLEGE OF PHYSICIANS AND SURGEONS.—L. K. Thacher, President; E. W. Schauffler, M. D., Secretary; S. S. Todd, M. D., Dean of the Faculty; D. R. Porter, M. D., Treasurer of the Faculty. College Building, Main, junction Delaware.",,
Kansas City,1880,10658858,7,KANSAS CITY MEDICAL SOCIETY,Clubs,,"KANSAS CITY MEDICAL SOCIETY.—A. B. Sloan, M. D., President; S. S. Todd, M. D., Vice-President; J. H. Van Eman, M. D., Secretary. Meets bi-monthly, in Dr. Sloan's office.",,
Kansas City,1880,10658858,8,KANSAS CITY ACADEMY OF SCIENCE,Clubs,,"KANSAS CITY ACADEMY OF SCIENCE.—R. T. Van Horn, President; E. P. West, Vice-President; John D. Parker, Secretary; Theo. S. Case, Corresponding Secretary; T. J. Eaton, Treasurer; H. P. Child, Curator and Librarian, Sidney Hare, Assistant. Meets last Tuesday evening of each month, at 718 Main st.",,
Kansas City,1880,10658858,9,HETRECK-FOREST ACADEMY,Uncategorized,,"HETRECK-FOREST ACADEMY.—Broadway, northeast corner Eleventh",,
Kansas City,1880,10658858,10,SCHULTZE'S SCHOOL OF MUSICAL ART,Uncategorized,,"SCHULTZE'S SCHOOL OF MUSICAL ART.—Henry E. Schultze, Principal. 613 Main.",,
Kansas City,1880,10658858,11,A. P. FASSBENDER'S SCHOOL OF MUSIC,Uncategorized,,"A. P. FASSBENDER'S SCHOOL OF MUSIC.—Ninth, northeast corner Main.",,
Kansas City,1880,10658858,12,ACADEMY OF MUSIC,Uncategorized,,"ACADEMY OF MUSIC.—Joseph Sherlock, Director. 1203 Main.",,
Kansas City,1880,10658858,14,BURMEISTER'S ACADEMY OF MUSIC,Clubs,,BURMEISTER'S ACADEMY OF MUSIC.—1306 Grand avenue.,,
Kansas City,1880,10658858,15,KANSAS CITY LAW LIBRARY ASSOCIATION,Libraries,,"KANSAS CITY LAW LIBRARY ASSOCIATION.—F. M. Black, President; J. C. Gage, Vice-President; Gardner Lathrop",,
Kansas City,1880,10658859,2,PUBLIC SCHOOL LIBRARY,Uncategorized,,PUBLIC SCHOOL LIBRARY.-548 Main.,,
Kansas City,1880,10658859,3,KANSAS CITY JOURNAL,Uncategorized,,"KANSAS CITY JOURNAL.-Delaware, s. w. corner Sixth.",,
Kansas City,1880,10658859,4,Journal Company,Uncategorized,,"Daily, Tri-weekly and Weekly. Published by the Journal Company. D. K. Abeel, President and Business Manager; W. A. Bunker, Secretary.",,
Kansas City,1880,10658859,5,Kansas City Times Company,Uncategorized,,"KANSAS CITY TIMES.-Published Daily, Tri-weekly and Weekly, by the Kansas City Times Company. J. E. Munford, President; M. Munford, Secretary and General Manager; Charles E. Hasbrook, Vice-President and Business Manager. Times' Building, south side Fifth, bet. Main and Delaware.",,
Kansas City,1880,10658859,6,POST AND TRIBUNE (GERMAN),Uncategorized,,"POST AND TRIBUNE (GERMAN).-Daily. Wuerz & Lampe, Proprietors. 8 West Missouri avenue.",,
Kansas City,1880,10658859,7,KANSAS CITY MAIL,Uncategorized,,"KANSAS CITY MAIL.-Mail Company, Publishers. John C. Shea, President; Samuel Williams, Secretary and Business Manager. Issued Daily and Weekly, from No. 115 West Sixth.",,
Kansas City,1880,10658859,8,WESTLICHE VOLKSZEITUNG (GERMAN WEEKLY),Uncategorized,,"WESTLICHE VOLKSZEITUNG (GERMAN WEEKLY).- Wuerz & Lampe, Publishers. 8 West Missouri avenue.",,
Kansas City,1880,10658859,9,Price Current Printing Company,Uncategorized,,"KANSAS CITY PRICE CURRENT.-Published by the Price Current Printing Company, office of Ramsey, Millett & Hudson, 224 and 226 West Fifth.",,
Kansas City,1880,10658859,10,KANSAS CITY REVIEW OF SCIENCE AND INDUSTRY,Uncategorized,,KANSAS CITY REVIEW OF SCIENCE AND INDUSTRY.-A Monthly Publication. Edited by Theo. S. Case.,,
Kansas City,1880,10658859,11,DAILY LIVE STOCK REPORT,Uncategorized,,"DAILY LIVE STOCK REPORT.-Etue & Simons, Publishers. 115 West Sixth.",,
Kansas City,1880,10658859,12,MERCHANTS' EXCHANGE DAILY INDICATOR,Uncategorized,,"MERCHANTS' EXCHANGE DAILY INDICATOR.- Etue & Simons, Publishers. 115 West Sixth.",,
Kansas City,1880,10658859,13,COMMERCIAL INDICATOR,Uncategorized,,"COMMERCIAL INDICATOR.-Etue & Simons, Publishers. A. D. Simons, Editor. 115 West Sixth.",,
Kansas City,1880,10658859,14,KANSAS CITY HERALD (GERMAN),Uncategorized,,"KANSAS CITY HERALD (GERMAN).-A Daily Newspaper, published by Charles Lengel, from 512 Main.",,
Kansas City,1880,10658859,15,DAILY PIONEER,Uncategorized,,"DAILY PIONEER.-Daily and Weekly. R. W. Hilliker, Business Manager. 18 east eighth.",,
Kansas City,1880,10658859,16,THE CATHOLIC TRIBUNE,Uncategorized,,"THE CATHOLIC TRIBUNE.-A Weekly Paper, published from 14 east eighth.",,
Kansas City,1880,10658859,17,KANSAS PILOT,Churches,,"KANSAS PILOT.-W. Caffrey, Publisher, 1915 sixth, Kansas City, Kansas.",,
Kansas City,1880,10658859,18,CATHOLIC BANNER,Churches,,"CATHOLIC BANNER.-W. J. Dalton, Editor. Published Wyoming, southeast corner fourteenth.",,
Kansas City,1880,10658859,1,KANSAS CITY GAZETTE,Uncategorized,,"KANSAS CITY GAZETTE.-M. M. Ferris, Publisher. A Weekly Paper, issued from 16 West Fourth.",,
Kansas City,1880,10658859,2,SATURDAY EVENING HERALD,Uncategorized,,"SATURDAY EVENING HERALD. - Mrs. Jennie M. Hicks, Publisher. 522 Delaware.",,
Kansas City,1880,10658859,3,DAILY HOTEL REPORTER,Uncategorized,,"DAILY HOTEL REPORTER.-S. A. D. Baker, Business Manager. 14 west fifth.",,
Kansas City,1880,10658859,4,MID-CONTINENTAL PRESBYTERIAN,Uncategorized,,"MID-CONTINENTAL PRESBYTERIAN. -A Weekly Paper, Published by Atkinson & Butterfield, from 613 Main.",,
Kansas City,1880,10658859,5,"STOCK, FARM AND HOME WEEKLY",Uncategorized,,"STOCK, FARM AND HOME WEEKLY.-Published by E. W. Noyes & Co. Office, Exchange Building, Kansas City Stock Yards.",,
Kansas City,1880,10658859,6,WESTERN CULTIVATOR,Uncategorized,,"WESTERN CULTIVATOR.-M. L. Palmer, Publisher. Issued Weekly, from 211 Main.",,
Kansas City,1880,10658859,7,MIRROR OF PROGRESS,Uncategorized,,"MIRROR OF PROGRESS.-E. P. West, Publisher. 711 Main.",,
Kansas City,1880,10658859,8,THE EXODUS WEEKLY,Uncategorized,,THE EXODUS WEEKLY.-Published by B. F. Watson. 211 Main.,,
Kansas City,1880,10658859,10,"KANSAS CITY COMMANDERY KNIGHTS TEMPLAR, No. 10",Benevolent and Fraternal,,"KANSAS CITY COMMANDERY KNIGHTS TEMPLAR, No. 10. Hold their regular conclave at their Asylum, Masonic Hall, on the second and fourth Thursday of each month, at 7 P. M. H. C. Litchfield, E. C.; W. J. Connely, Secretary.",,
Kansas City,1880,10658859,11,"KANSAS CITY R. A. CHAPTER, No. 28",Benevolent and Fraternal,,"KANSAS CITY R. A. CHAPTER, No. 28. -Holds its regular Convocation at Masonic Hall, on the first and third Thursday of each month, at 7, P. M. W. E. Whiting, H. P.; H. C. Litchfield, Secy.",,
Kansas City,1880,10658859,12,"HEROINE LODGE, No. 104, A. F. & A. M.",Benevolent and Fraternal,,"HEROINE LODGE, No. 104, A. F. & A. M.-Meets at Masonic Hall, on the first and third Monday in each month. H. B. Ezekiel, W. M.; E. M. Wright, Secy.",,
Kansas City,1880,10658859,13,"KANSAS CITY LODGE, No. 220, A. F. & A. M.",Benevolent and Fraternal,,"KANSAS CITY LODGE, No. 220, A. F. & A. M.-Meets at Masonic Hall every second and fourth Monday in each month. W. E. Whiting, W. M.; H. C. Litchfield, Secy.",,
Kansas City,1880,10658859,14,"PALACE COUNCIL, R. & S. M., No. 21",Civic Organizations,,"PALACE COUNCIL, R. & S. M., No. 21. -Meets at the Masonic Hall on the third Tuesday of each Month. Herman C. Duncan, T. I. M.; H. C. Litchfield, Recorder.",,
Kansas City,1880,10658859,15,"RURAL LODGE, No. 316, A. F. & A. M.",Benevolent and Fraternal,,"RURAL LODGE, No. 316, A. F. & A. M.-Meets at Masonic Hall, every first and third Wednesday in each month. I. Ε. Jackson W. M., G. W. DeGroadt, Secy.",,
Kansas City,1880,10658859,16,"TEMPLE LODGE, No. 299, A. F. & A. M.",Benevolent and Fraternal,,"TEMPLE LODGE, No. 299, A. F. & A. M.-Meets at 1301 Grand Avenue, on the first Tuesday in each month. Asa Maddox, W. M.; C H. Taylor, Secy.",,
Kansas City,1880,10658860,1,"EMANUEL CHAPTER EASTERN STAR, No. 81.",Benevolent and Fraternal,,"EMANUEL CHAPTER EASTERN STAR, No. 81.- Meets every first and third Tuesday in each month. Mrs. Chas. Knickerbocker, W. M.; William McCullough, W. P.; Mrs. A. Α. Holmes, D. W. M.; Mrs. W. McCullough, Treas.; Mrs. Belle Knickerbocker, Secy.",,
Kansas City,1880,10658860,2,MASONIC BOARD OF RELIEF.,Benevolent and Fraternal,,"MASONIC BOARD OF RELIEF.-W. M. Potter, President; W. T. Ford, Secretary and Treasurer; George W. Lee, D. PG. M.; H. B. Ezekiel, D. D. G. L. Masonic Hall.",,
Kansas City,1880,10658860,3,GRAND LODGE OF MISSOURI.,Benevolent and Fraternal,,"GRAND LODGE OF MISSOURI.-R. E. Cowan, Supreme Representative, New Court House; J. F. Spalding, Supreme Representative, 914 & 916 Main; R. H. Maybury, Grand Vice Chancellor, 404 Delaware; John P. Swygard, Grand Keeper of Records and Seal. 904 Main.",,
Kansas City,1880,10658860,4,"KANSAS CITY DIVISION No. 3, UNIFORM RANK.",Benevolent and Fraternal,,"KANSAS CITY DIVISION No. 3, UNIFORM RANK. - Meets at 720 Main, the first Thursday of each month. John P. Swygard, Commander; William W. Gilchrist, Recorder.",,
Kansas City,1880,10658860,5,"ENDOWMENT RANK, No. 52.",Benevolent and Fraternal,,"ENDOWMENT RANK, No. 52. - Meets at 720 Main, the fourth Thursday of each month. Wallace Laws, President; W. J. Ward, Secretary and Treasurer.",,
Kansas City,1880,10658860,6,"HUMBOLDT LODGE, No. 4, (GERMAN).",Benevolent and Fraternal,,"HUMBOLDT LODGE, No. 4, (GERMAN). -Meets at 617 Main, Tuesday evening of each week. Chas. Fuchs, C. C.; Rob- ert Lampe, K. of R. & S.",,
Kansas City,1880,10658860,7,"SICILIAN LODGE, No. 39.",Benevolent and Fraternal,,"SICILIAN LODGE, No. 39.-Meets at 720 Main, Friday evening of each week. Richard C. Cardell, C. C.; H E. Schultze, K. of R. and S.",,
Kansas City,1880,10658860,8,"KANSAS CITY LODGE, No. 1.",Benevolent and Fraternal,,"KANSAS CITY LODGE, No. 1. -Meets at their Hall, 720 Main, on Monday evening of each week. W. J. Ward, C. C.; Nicholas Schwartz, K. of R. and S.",,
Kansas City,1880,10658860,9,"KANSAS CITY LODGE, No. 257.",Benevolent and Fraternal,,"KANSAS CITY LODGE, No. 257.-R. H. Maybury, N. G., C. M. Clark, Sec'y. Meets at their Hall, 531 Main, every Satur- day evening.",,
Kansas City,1880,10658860,10,"WYANDOTTE LODGE, No. 35.",Benevolent and Fraternal,,"WYANDOTTE LODGE, No. 35.-C. M. Rayburn, N. G., John T. Sedden, Sec'y. Meets every Tuesday evening, at 7 o'clock, at their Hall, 531 Main.",,
Kansas City,1880,10658860,11,"LINCOLN LODGE, No. 173.",Benevolent and Fraternal,,"LINCOLN LODGE, No. 173.-Peter Reinhardt, N. G., H. W. Zurn, Sec'y. Meets every Friday evening, at 7 o'clock, at their Hall, 531 Main.",,
Kansas City,1880,10658860,1,"KANSAS CITY ENCAMPMENT, No. 27",Benevolent and Fraternal,,"KANSAS CITY ENCAMPMENT, No. 27. -John C. Dickson, C. P., T. P. Skinner, Scribe. Meets on the second and fourth Thursdays of each month, at their Hall, 531 Main.",,
Kansas City,1880,10658860,2,RELIEF COMMITTEE,Benevolent and Fraternal,,"RELIEF COMMITTEE.-W. N. McDearmon, R. Harburg, M. Schwartz.",,
Kansas City,1880,10658860,3,"RISING STAR LODGE, No. 148",Benevolent and Fraternal,,"RISING STAR LODGE, No. 148. -Holds regular meetings every Tuesday evening, in Knights of Pythias Hall, 720 Main. Mrs. A. A. Greenwood, W. C. T.; C. S. Burgess, W. Secretary; J. M. Greenwood, G. L. D.",,
Kansas City,1880,10658860,4,UNITED ANCIENT ORDER OF DRUIDS,Benevolent and Fraternal,,"UNITED ANCIENT ORDER OF DRUIDS. -John Speng- ler, N. A. Meets at 1301 Grand Avenue.",,
Kansas City,1880,10658860,5,ANCIENT ORDER OF HIBERNIANS,Benevolent and Fraternal,,"ANCIENT ORDER OF HIBERNIANS.-Meets on the first Monday in each month, at their Hall, Main, northeast corner Seventh. Michael White, President; James Kavanaugh, Vice- President; Michael Madick, Secretary; Thomas Conway, Treasurer.",,
Kansas City,1880,10658860,6,IRISH BENEVOLENT SOCIETY,Benevolent and Fraternal,,"IRISH BENEVOLENT SOCIETY. - Meets on the first Sun- day in each month, southwest corner Seventh and Oak. Bernard Owens, President; Chas. Dwyer, Vice-President; James Burke, Treasurer; Jeremiah Enright, Secretary; Hugh Reiley, Corres- ponding Secretary.",,
Kansas City,1880,10658860,7,B'NAI BRITH SOCIETY,Clubs,,"B'NAI BRITH SOCIETY.-Regular meeting in Good Tem- plars' Hall, second and fourth Mondays in each month. M. Benas, Secretary; Julien Haar, Treasurer.",,
