city,year,page,line_no,organization_name,category,sub_category,line,address,description
Shreveport,1902,16,5,AVENUE BAPTIST,Churches,,"AVENUE BAPTIST, on T. & P. track, bet Wilson and Hope streets-H. R. Flynn, pastor.",,
Shreveport,1902,16,6,ST. JAMES M. E.,Churches,,"ST. JAMES M. E., cor Lake and McNeil-Rev. J. L. Brown, pastor.",,
Shreveport,1902,16,7,ST. PAUL M. E.,Churches,,"ST. PAUL M. E., Caddo street, bet Louisiana and McNeil-Rev. H. G. Wright, pastor.",,
Shreveport,1902,16,8,LANE'S CHAPEL C. M. E. CHURCH,Churches,,"LANE'S CHAPEL C. M. E. CHURCH, Travis street-Rev. E. Roylston, pastor.",,
Shreveport,1902,16,9,A. M. E. CHURCH,Churches,,"A. M. E. CHURCH, West Shreveport-Rev. H. Johnson, pastor.",,
Shreveport,1902,16,10,SAINT'S REST BAPTIST CHURCH,Churches,,"SAINT'S REST BAPTIST CHURCH, Line avenue, Silver Lake Bottom-Rev. A. H. Samuels, pastor.",,
Shreveport,1902,16,11,UNION MISSIONARY BAPTIST CHURCH,Churches,,"UNION MISSIONARY BAPTIST CHURCH, Allendale, on Williamson street-Rev. Buggs, pastor.",,
Shreveport,1902,16,12,MOUNT CANAAN BAPTIST CHURCH,Churches,,"MOUNT CANAAN BAPTIST CHURCH, Cutliff Hill-Rev. L. Horton, pastor.",,
Shreveport,1902,16,13,MOUNT PLEASANT BAPTIST CHURCH,Churches,,"MOUNT PLEASANT BAPTIST CHURCH, Cutliff Hill-, Rev., pastor.",,
Shreveport,1902,18,2,American Legion of Honor,Patriotic Organizations,,American Legion of Honor.,,
Shreveport,1902,18,3,EQUITY COUNCIL NO. 12,Benevolent and Fraternal,,"EQUITY COUNCIL NO. 12-J. W. Jeter, C.; P. Martin, V. C.; J. J. Scott, col.",,
Shreveport,1902,18,4,Β. Ρ. Ο. Ε.,Secret Societies,,Β. Ρ. Ο. Ε.,,
Shreveport,1902,18,5,B. P. O. E. LODGE NO. 122,Benevolent and Fraternal,,"B. P. O. E. LODGE NO. 122-Will Young, ex ruler; F. G. Snyder, est kngt; I. N. Bosman, est loyal kngt, L. E. Stokee, est lecturing kngt; A. H. Bernstein, esquire; Ben Sour, inner guard; John F. Talbot, secy; T. C. Simon, treasr; Sam Cohn, S. H. Forsheim, A. J. Kahn, trustees.",,
Shreveport,1902,18,6,Catholic Knights of America,Benevolent and Fraternal,,Catholic Knights of America.,,
Shreveport,1902,18,7,ST. JOSEPH BRANCH NO. 289,Benevolent and Fraternal,,"ST. JOSEPH BRANCH NO. 289-Meet cor Fannin and Market, Ist and 3d Monday of each month; C. T. Richards, prest; Jno. Dixon, v-prest; J. B. Slattery, cor secy; W. C. Wolf, fin secy; Jas. Keeney, treasr; Rev. N. B. Roulleneaux, spiritual director.",,
Shreveport,1902,18,8,I. Ο. Β. Β.,Secret Societies,,I. Ο. Β. Β.,,
Shreveport,1902,18,9,LOUISIANA LODGE NO. 107,Benevolent and Fraternal,,"LOUISIANA LODGE NO. 107-S. Florsheim, prest; J. C. Simon, v-prest; Eli Blum, secy; E. R. Bernstein, treasr; S. Klein, warden.",,
Shreveport,1902,18,11,NEITH LODGE NO. 21,Benevolent and Fraternal,,"NEITH LODGE NO. 21-Chris O'Brien, N. G.; Mr. Barnes, V. C.; Jno. Busby, P. C.; H. H. Thoms, secy.",,
Shreveport,1902,18,12,"SHREVEPORT, NO. 63",Benevolent and Fraternal,,"SHREVEPORT, NO. 63-G. W. Jack, N. G.; L. McDuffie, V. G.; J. M. Bartlett, secy; W. Kursh, treas; meets every Friday night in Odd Fellows' Hall.",,
Shreveport,1902,18,13,Improved Order of Red Men,Patriotic Organizations,,Improved Order of Red Men.,,
Shreveport,1902,18,14,PONTIAC LODGE. NO. 12,Benevolent and Fraternal,,"PONTIAC LODGE. NO. 12-Meet K. of P. hall, 529 Market, every Wednesday; C. W. Worsham, S.; L. Bergman, S. S.; D. Nailor, J. S.; J. Bernstein, P.; P. W. McKittrick, C. of R.; Mack Wellman, K. of W.",,
Shreveport,1902,18,15,Knights of Pythias,Benevolent and Fraternal,,Knights of Pythias.,,
Shreveport,1902,18,16,DAMON LODGE NO. 2,Benevolent and Fraternal,,"DAMON LODGE NO. 2-Meets every Monday night; hall 518 Market; Lewis Abramson, C. C.; Mr. Owens, V. C.; J. R. Gribble, K. of R. & S.",,
Shreveport,1902,18,17,CADDO LODGE NO. 147,Benevolent and Fraternal,,"CADDO LODGE NO. 147-Meets every Wednesday evening at 212 Bavia, over G. E. McAdams' store; L. E. Stokes, C. C.; E. L. Wailes, V. C.; J. H. Faussett, K. of R. and S.",,
Shreveport,1902,20,1,CALANTHE LODGE NO. 10-A.,Secret Societies,,"CALANTHE LODGE NO. 10-A. K. Cusler, C. C.; W. A. Mabry, V. C.; E. W. Harmiter, K. of R .and S.; L. N. Bruggerhoff, M. W.; Louis Malkus, P.; Ben Groner, M. E.; M. B. Parker, M. F.; H. H. Bain, M. A.; Leon Busby, I. G.; R. G. Hinkley, O. G.; meet Ist and 3d Friday of each month at 518 Market.",,
Shreveport,1902,20,2,ENDOWMENT RANK SECTION 4902,Secret Societies,,"ENDOWMENT RANK SECTION 4902-Annual meeting Dec. 30; special meetings on call of the prest; J. H. Fausset, prest; A. Benvit, v-prest; J. W. Peyton, secy.",,
Shreveport,1902,20,3,Knights of St. John and Malta.,Secret Societies,,Knights of St. John and Malta.,,
Shreveport,1902,20,4,MIZPAH ENCAMPMENT NO. 57,Secret Societies,,"MIZPAH ENCAMPMENT NO. 57-Meets fourth Wednesday of each month at 518 Market; F. A. Tusten, E. C.; F. A. Leonard, L. C.; C. M. Christian, C. of G.; V. Grosjean, chancellor.",,
Shreveport,1902,20,6,CADDO LODGE 179,Secret Societies,,"CADDO LODGE 179-C. D. Kalmbach, W. M.; A. W. Cheesman, secy.",,
Shreveport,1902,20,7,"SHREVEPORT LODGE NO. 5, R. AND S. M.",Secret Societies,,"SHREVEPORT LODGE NO. 5, R. AND S. M.-Hall Cooper bldg; meet every month; N. B. Murff, tim; Paul Loen.",,
Shreveport,1902,20,9,BLADES,Uncategorized,,"BLADES, 504 Texas Street.",,
Shreveport,1902,20,11,BROADAXE CAMP NO. 16,Secret Societies,,"BROADAXE CAMP NO. 16-Hall 710 Texas; meets every Tuesday night; J. H. Vezein, C. C.; H. H. Thoms, clerk; S. J. Castle, banker; C. B. Quarles, ad lieut.",,
Shreveport,1902,20,13,CADDO CLUB,Clubs,,"CADDO CLUB-Cor. Market and Marshall; J. M. Foster, prest; W. E. Seay, v-prest; F. Leonard Pooley, secy; W. L. Young, treasr.",,
Shreveport,1902,20,14,COLUMBIA CLUB,Clubs,,"COLUMBIA CLUB-Milam; Wm. Winter, prest; J. C. Simon, v-prest; Alberta Bath, 2d v-prest; J. M. Kaufman, secy; Mose Kaufman, treasr.",,
Shreveport,1902,20,15,COMMERCIAL AND INDUSTRIAL LEAGUE,Civic Organizations,,"COMMERCIAL AND INDUSTRIAL LEAGUE-120 Milam; L. C. Allen, prest; J. B. Ardis, vice-prest; Dr. J. P. Scott, 2d v-prest; J. W. Bayersdorffer, treasr; Emerson Bentley, secy.",,
Shreveport,1902,20,16,COTTON GROWERS' UNION OF THE SOUTH,Labor Organizations,,"COTTON GROWERS' UNION OF THE SOUTH, Louisiana C. Shuler, Keatchia, La., prest.",,
Shreveport,1902,20,17,COUNCIL OF JEWISH WOMEN,Civic Organizations,,"COUNCIL OF JEWISH WOMEN-Mrs. Kuhn, prest; meet Ist Monday of each month.",,
Shreveport,1902,20,18,HEBREW BENEVOLENT SOCIETY,Welfare Organizations,,"HEBREW BENEVOLENT SOCIETY-Dr. Jacobson, secy.",,
Shreveport,1902,20,19,HEBREW ZION CONGREGATION,Churches,,"HEBREW ZION CONGREGATION-Dr. Jacobson, secy.",,
Shreveport,1902,20,1,MECHANICS' LIBRARY ASSOCIATION OF SHREVEPORT,Libraries,,"MECHANICS' LIBRARY ASSOCIATION OF SHREVEPORT-Chas. Huff, secy and librarian.",,
Shreveport,1902,20,2,Shreveport Athletic Association,Clubs,,"Shreveport Athletic Association-Cor. Marshall and Crockett; J. Edward Miles, instructor.",,
Shreveport,1902,20,3,SHREVEPORT BAR ASSOCIATION,Civic Organizations,,"SHREVEPORT BAR ASSOCIATION-Meet subject to call at Parish Court House. T. F. Bell, prest; E. H. Randolph, vice-prest; P. M. Welsh, secy and treas; directors, J. C. Moncure, L. E. Thomas, J. M. Foster, Jr., F. G. Thatcher, D. T. Land.",,
Shreveport,1902,20,4,"SHREVEPORT CHAPTER, U. D. C.",Patriotic Organizations,,"SHREVEPORT CHAPTER, U. D. C.-Mrs. W. H. Henderson, prest; Mrs. J. H. Prescott, vice-prest; Miss Dora Jones, rec secy; Miss Sadie Marshall, cor secy; Mrs. Tom Chase, treas; Mrs. P. Youree, treas Monument Fund.",,
Shreveport,1902,20,5,SHREVEPORT LIBRARY ASSOCIATION,Libraries,,"SHREVEPORT LIBRARY ASSOCIATION-In Parish Courthouse; open during the summer months on Mondays, Wednesdays and Saturdays from 9 to 10 a. m.; same days during winter months, open from 3:30 to 5:30 p. m. Mrs. S. Q. Hamilton, prest; P. J. Trezevant, vice-prest; Mrs. J. S. Young, secy; Miss Nellie Walters, librarian.",,
Shreveport,1902,20,6,SHREVEPORT MEDICAL SOCIETY,Civic Organizations,,"SHREVEPORT MEDICAL SOCIETY-Meets every Tuesday in each month in rooms of Board of Health, Cooper bldg; Dr. D. C. Chandler, prest; Dr. J. F. O'Leary, v-prest; Dr. L. Abramson, rec secy; Dr. F. L. Furman, cor secy; Dr. J. J. Scott, treasr.",,
Shreveport,1902,20,7,SHREVEPORT MUTUAL BUILDING ASSOCIATION,Civic Organizations,,"SHREVEPORT MUTUAL BUILDING ASSOCIATION-Jules Dreyfuss, prest; Wm J. Bayersdorffer, vice-prest; Leon M. Carter, 2d vice-prest; David F. Taber, secy; Ben Holzman, treasr.",,
Shreveport,1902,20,8,SHREVEPORT TRAFFIC ASSOCIATION,Civic Organizations,,"SHREVEPORT TRAFFIC ASSOCIATION-C. L. Nelson, prest; Andrew Querbes, v-prest; S. S. Hunter, treasr; Emerson Bentley, secy; 220 Milam.",,
Shreveport,1902,20,9,UNION NATIONAL AID ASSOCIATION,Welfare Organizations,,"UNION NATIONAL AID ASSOCIATION-A. Miller, prest; Blanchard bldg.",,
Shreveport,1902,20,10,"UNITED COMMERCIAL TRAVELERS, SHREVEPORT COUNCIL NO. 127",Benevolent and Fraternal,,"UNITED COMMERCIAL TRAVELERS, SHREVEPORT COUNCIL NO. 127-Meet third Saturday of each month at 518 Market; H. P. Scofield, S. C; Mose Frank, secy.",,
Shreveport,1902,20,11,"UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA, LOCAL UNION NO. 764",Benevolent and Fraternal,,"UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA, LOCAL UNION NO. 764- Bob Kirkwood, prest; W. E. White, secy.",,
Shreveport,1902,20,12,"UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA, LOCAL UNION NO. 85",Benevolent and Fraternal,,"UNITED BROTHERHOOD OF CARPENTERS AND JOINERS OF AMERICA, LOCAL UNION NO. 85",,
Shreveport,1902,22,2,SHREVEPORT TYPOGRAPHICAL UNION NO. 155-R,Uncategorized,,SHREVEPORT TYPOGRAPHICAL UNION NO. 155-R.,,
Shreveport,1902,22,4,BARBERS' UNION,Labor Organizations,,"BARBERS' UNION-Meets at Woodmen of the World hall; W. Hancock, prest; J. A. Clesa, v-prest; Geo. Fulmer, rec secy; S. M. Speaks, fin secy.",,
Shreveport,1902,22,5,PLUMBERS LOCAL UNION NO. 141,Labor Organizations,,"PLUMBERS LOCAL UNION NO. 141-Meets every Wednesday, 8 p. m., 710 Texas; Wm. Nichols, prest; J. Hardin, rec secy; J. A. Harper, v-prest; Wm. Thoman, treasr.",,
Shreveport,1902,22,6,"BRICKLAYERS' BENEVOLENT AND PROTECTIVE ASSOCIATION, LOCAL UNION NO. 2",Benevolent and Fraternal,,"BRICKLAYERS' BENEVOLENT AND PROTECTIVE ASSOCIATION, LOCAL UNION NO. 2-Meet every Friday; Frank Miller, prest; Oscar Brendell, v-prest; Jas. K. McGrath, fin secy.",,
Shreveport,1902,22,7,BROTHERHOOD OF LOCOMOTIVE ENGINEERS,Labor Organizations,,"BROTHERHOOD OF LOCOMOTIVE ENGINEERS- Meets Monday 7:30 p. m., McAdams Hall; A. E. Dedsen, chief; B. Harrop, F. A. E.; F. Patterson, F. E.; J. J. McNeel, S. E.; J. M. Watson, S. A. E.; G. W. Hitchens, Phone 38.",,
Shreveport,1902,22,10,"BROTHERHOOD OF RAILROAD TRAINMEN, Τ. Η. HAYDEN LODGE",Labor Organizations,,"BROTHERHOOD OF RAILROAD TRAINMEN, Τ. Η. HAYDEN LODGE-Meets 2d and 4th Saturday, 7:30 p. m., McAdams hall; U. S. Church, M.; W. L. Clark, secy; A. Westerman, F.; C. E. Brice, A.",,
Shreveport,1902,22,11,SWITCHMEN'S UNION OF N. A.,Labor Organizations,,"SWITCHMEN'S UNION OF N. A.-Meets Ist and 3d Saturday, 7:30 p. m., McAdams hall; C. E. Brown, master; J. W. Hobson, secy; A. Westerman, financier.",,
Shreveport,1902,22,12,HOSPITALS AND INFIRMARIES,Hospitals,,HOSPITALS AND INFIRMARIES.,,
Shreveport,1902,22,13,OLD LADIES' HOME,Hospitals,,"OLD LADIES' HOME-227 Logan; Mrs. Cameron, matron.",,
Shreveport,1902,22,14,SHREVEPORT CHARITY HOSPITAL,Hospitals,,"SHREVEPORT CHARITY HOSPITAL-1234-6 Texas; Dr. Randall Hunt, surgeon in charge; Dr. J. M. Calloway, physician.",,
Shreveport,1902,22,15,WEST MORELAND SANITARIUM,Hospitals,,"WEST MORELAND SANITARIUM-1504 Park ave; Williams and Townsend, mgrs.",,
Shreveport,1902,22,16,SHREVEPORT SANITARIUM,Hospitals,,"SHREVEPORT SANITARIUM-912 Texas ave; Dr. T. Ε. Schumpert, propr and surgeon in charge; Dr. L. Abramson, res physician.",,
Shreveport,1902,22,17,GENEVIEVE ORPHANAGE,Welfare Organizations,,"GENEVIEVE ORPHANAGE-Mrs. A. A. Airey, matron; Olive nr Line ave.",,
Shreveport,1902,22,18,PLACES OF AMUSEMENT,Uncategorized,,PLACES OF AMUSEMENT.,,
Shreveport,1902,22,19,GRAND OPERA HOUSE,Uncategorized,,"GRAND OPERA HOUSE-406 Texas; Mr. H. Erlich, mgr.",,
Shreveport,1902,22,3,Avery's Pharmacy,Uncategorized,,"CAUCASIAN-Rear Avery's Pharmacy; issued Sunday, Wednesday and weekly; V. Grosjean, editor.",,
Shreveport,1902,22,4,Office Cooper bldg,Uncategorized,,"ELITE-Office Cooper bldg; Mrs. Julia Rule, editor, room 22 Cooper bldg.",,
Shreveport,1902,22,5,Rev. Samuels,Uncategorized,,"ENTERPRISE (c)-Office Texas and Common; issued ev- ery Sunday; Rev. Samuels, editor.",,
Shreveport,1902,22,6,SHREVEPORT JOURNAL,Uncategorized,,"SHREVEPORT JOURNAL-Published every afternoon ex- cept Saturday, and Sunday morning; H. P. Benton, man- aging editor.",,
Shreveport,1902,22,7,SHREVEPORT TIMES,Uncategorized,,"SHREVEPORT TIMES (THE)-Issued daily, weekly is- sued Thursday; 206 Milam; S. C. DeLay, managing ed- itor.",,
Shreveport,1902,22,8,SHREVEPORT WATCHMAN,Uncategorized,,SHREVEPORT WATCHMAN (c)-Issued weekly; 720 Louisiana ave.,,
Shreveport,1902,22,9,ST. MARK'S APPEAL,Uncategorized,,"ST. MARK'S APPEAL-Rev. J. H. Spearing, editor.",,
Shreveport,1902,22,10,TRINITY CHIMES,Uncategorized,,"TRINITY CHIMES-Semi-monthly; Rev. S. B. Scharl, pub.",,
Shreveport,1902,22,11,WEEKLY NEWS,Uncategorized,,"WEEKLY NEWS (c)-Issued every Sunday; W. L. Andrews, propr.",,
Shreveport,1902,22,12,Serwich's HOTEL & RESTAURANT,Uncategorized,,Serwich's HOTEL & RESTAURANT.,,
Shreveport,1902,22,14,WILLOW GLEN MAGAZINE LEAGUE,Uncategorized,,"WILLOW GLEN MAGAZINE LEAGUE-F. E. Matting- ly, publisher; 212 Milam.",,
Shreveport,1902,22,18,HOUSTON & SHREVEPORT R. R.,Civic Organizations,,"HOUSTON EAST & WEST TEXAS and HOUSTON & SHREVEPORT R. R.-A. W. Cheesman, com'l agt, of- fice 203 Milam, phone 208; freight depot Southern ave, phone 270.",,
Shreveport,1902,22,19,ST. LOUIS SOUTHWESTERN RAILWAY CO.,Civic Organizations,,"ST. LOUIS SOUTHWESTERN RAILWAY CO.-E. C. D. Marshall, commercial agt; freight depot cor Lake and Commerce; phone 261.",,
Shreveport,1902,22,20,RED RIVER S. S. LINE,Civic Organizations,,"RED RIVER S. S. LINE-Chas. P. Truslow, prest; Chas. W. Drown, traffic mgr and secy; M. L. Scovell, gen freight agt; office River Front below Red River bridge; phone 319.",,
Shreveport,1902,22,21,TEXAS & PACIFIC RAILWAY,Civic Organizations,,"TEXAS & PACIFIC RAILWAY-F. M. Williams, com'l agt, 204 Milam, phone 211; freight depot 104 Market; G. T. Looby, local agt; phone 106.",,
Shreveport,1902,22,22,"VICKSBURG, SHREVEPORT & PACIFIC RAILWAY",Civic Organizations,,"VICKSBURG, SHREVEPORT & PACIFIC RAILWAY- H. B. Hearn, com'l agt, 120 Milam, phone 37; freight de-",,
Shreveport,1905,13412305,2,COMMERCIAL NATIONAL BANK,Uncategorized,,"COMMERCIAL NATIONAL BANK-Organized 1886. Capital stock $100,000. Surplus and profits $345,000. Deposits $2,034,532. P. Youree, pres.; H. H. Yoouree, vice pres.; A. T. Kahn, cashier; A. H. VanHook, asst. cashier. Member American, Louisiana, East Texas nd Arkansas Bankers Associations. Northeast cor. Market and Milam.",,
Shreveport,1905,13412305,3,FIRST NATIONAL BANK,Uncategorized,,"FIRST NATIONAL BANK-Organized 1887. Capital stock $200,000. Surplus and profits $188,014. Deposits $1,564,356. W. F. Dillon, pres.; W: T. Crawford, vice pres.; W. J. Bayersdorffer, cashier. U. S. depository. Fiscal agent parish of Caddo and city of Shreveport. Southeast corner Milam and Market.",,
Shreveport,1905,13412305,4,LOUISIANA BANK AND TRUST CO.,Uncategorized,,"LOUISIANA BANK AND TRUST CO. -Capital stock $100,000. Surplus and profits $14,000. Deposits $250,000. S. B. Me-Cutchen, pres.; M. A. McCutchen, cashier; C. A. Kalmbach, asst. cashier. Members American and Louisiana Bankers Associations. Northeast cor. Spring and Milam.",,
