city,year,page,line_no,organization_name,category,sub_category,line,address,description
Davenport,1861,,15,Artemas,Uncategorized,,"Artemas Amos, caro, hn's Henry w Spring.",,
Davenport,1861,,16,Ault,Uncategorized,,"Ault Henrich, miller, hws Selter s Wells.",,
Davenport,1861,,17,Baggett,Uncategorized,,"Baggett Christian, lab, hse cor Spencer and Swede.",,
Davenport,1861,,18,Bahl,Uncategorized,,"Bahl Fred, pedlar, ns Main w White.",,
Davenport,1861,,19,Bailey,Uncategorized,,"Bailey Simeon, moulder, hws Wood s Henry.",,
Davenport,1861,,20,Baker,Uncategorized,,"Baker R. F. physician, ss Main e Bass, hss Wells e Bass.",,
Davenport,1861,,21,Bangs,Uncategorized,,"Bangs Moses R, undertaker, sw cor Henry and Wood.",,
Davenport,1861,,22,Barker,Uncategorized,,"Barker Luther, ticket agt depot, hss Main nr depot.",,
Davenport,1861,,23,Barnard,Uncategorized,,"Barnard Heman A, furniture manufr, hne cor Illinois and Mill.",,
Davenport,1863,165.0,5,Zimmerman & Singer,Uncategorized,,"Zimmerman Henry, (Zimmerman & Singer) h s s 3d bet Perry and Rock Island.",,
Davenport,1863,165.0,7,Zimmerman & Singer,Uncategorized,,"Zimmerman & Singer, (Henry Z. and Charles S.) horse- dealers, s s 3d bet Perry and Rock Island.",,
Davenport,1863,165.0,1,FIRST METHODIST EPISCOPAL CHURCH,Churches,,"FIRST METHODIST EPISCOPAL CHURCH. Organized in 1833. Situated at the northeast corner Fifth and Brady streets. Has 290 members, Rev. Charles G. Trnsdell Pastor. Hours of service, 10 o'clock A. M. and 74 P. M. in summer, and 11 A. M. and 7 P. M. in winter.",,
Davenport,1863,165.0,2,ST. ANTHONY'S (CATHOLIC) CHURCH,Churches,,"ST. ANTHONY'S (CATHOLIC) CHURCH. Organized in 1838. Situated at the northeast corner of Fourth and Main streets, Rev. J. A. M. Pelamorgues, Priest. Full information not given.",,
Davenport,1863,165.0,3,FIRST PRESBYTERIAN CHURCH,Churches,,"FIRST PRESBYTERIAN CHURCH, (O. S.) -Organized May 5th, 1839. Situated on the north side of Third street, between Main and Harrison. Has 190 members, Rev. McC. Anderson, Pas- tor. Hours of service, 10 o'clock A. M. and 74 P. M. in summer, and 11 A. M. and 74 P. M. in winter.",,
Davenport,1863,165.0,4,"CHRISTIAN CHURCH, OR DISCIPLES",Churches,,"CHRISTIAN CHURCH, OR DISCIPLES. Organized July 28, 1839. Situated at the east side of Brady, between Fourth and Fifth streets. Has 220 members, Elder James Challen Pastor. Hours of service, 10 o'clock A. M., and 74 P. M. Meetings for social worship every Thursday evening, in the lecture room.",,
Davenport,1863,165.0,5,DAVENPORT CONGREGATIONAL CHURCH,Churches,,"DAVENPORT CONGREGATIONAL CHURCH. Organized July 30th, 1839; re-organized as the Edwards Congregational Church August 17th, 1861. Situated at the north side of Fifth street, between Brady and Main. Has 47 members, Rev. Wm. Windsor Pastor. Hours of service, 101 o'clock A. M, all the year, and 74 P. M. in summer, and 7 in winter.",,
Davenport,1863,165.0,6,"FIRST, OR MAIN STREET BAPTIST CHURCH",Churches,,"FIRST, OR MAIN STREET BAPTIST CHURCH. Organized in 1839; re-organized in 1860. Situated at the northwest corner of Main and. Sixth streets, Has 40 members, Rev. Thomas Powell home supply. Services at 10 A. M.",,
Davenport,1863,165.0,7,TRINITY CHURCH,Churches,,"TRINITY CHURCH, (Protestant Episcopal.) - Organized Nov. 4th, 1841. Situated at the southeast corner of Fifth and Rock Island streets. Has 131 members, Rev. F. Emerson Judd, Rector. Hours of service, 10 o'clock A. M., and 74 P. M.",,
Davenport,1863,165.0,8,SECOND BAPTIST CHURCH,Churches,,"SECOND BAPTIST CHURCH. Organized October 7th, 1851. Situated at the southwest corner of Fourth and Perry streets. Has 150 members, Rev. Isaac Butterfield Pastor. Hours of service, 101 o'clock A. M. and 74 P. M. in summer, and 11 A. M. and 7 P. M. in winter:",,
Davenport,1863,165.0,9,UNITED PRESBYTERIAN CHURCH,Churches,,UNITED PRESBYTERIAN CHURCH. Organized as the Asso- ciate Reformed Presbyterian Church in 1854. Situated at the,,
Davenport,1863,166.0,2,ST. KUNIGUNDI'S (GERMAN CATHOLIC) CHURCH,Churches,,"ST. KUNIGUNDI'S (GERMAN CATHOLIC) CHURCH. Organized in 1855. Situated at the east side of Marquette, between Fifth and Sixth streets; Rev. Anton Niermann, Priest. Full information not given.",,
Davenport,1863,166.0,3,ST. LUKE'S PARISH,Churches,,"ST. LUKE'S PARISH, (PROTESTANT EPISCOPAL).-Organ- ized April 4, 1856. Situated at the north-west corner 7th and Brady streets. Has 68 communicants. Rev. Horatio N. Powers, Rector. Hoars of service, 10 o'clock A. M. through- out the year. Evening service 7 o'clock in winter and 74 in summer.",,
Davenport,1863,166.0,4,ST. MARGUERITE'S CHURCH,Churches,,"ST. MARGUERITE'S CHURCH, (CATHOLIC). -Organized in October, 1856. Is situated at the north-west corner of Tenth and LeClaire streets. Has 1200 members. Rev. Henry Cos- grove, Priest. Hours of service, 7 and 10 o'clock A. M. and 3 P. M.",,
Davenport,1863,166.0,5,GERMAN CONGREGATIONAL CHURCH,Churches,,"GERMAN CONGREGATIONAL CHURCH. Organized July 19, 1857. Situated south side of Fifth street, between Warren and Vine. Has 28 members. Rev. Henry Langpaap, Pastor. Hours of service, 104 A. M. and 7+ P. M.",,
Davenport,1863,166.0,6,GERMAN METHODIST EPISCOPAL CHURCH,Churches,,"GERMAN METHODIST EPISCOPAL CHURCH. Organized May 14, 1859, north-east corner of Sixth and Warren streets. Has 48 members. J. M. Winkler, Pastor. Hours of service, 10 o'clock A M and 74 P M.",,
Davenport,1863,166.0,7,REFORMED PROTESTANT DUTCH CHURCH,Churches,,"REFORMED PROTESTANT DUTCH CHURCH. Organized in October, 1859. Situated at the corner of 11th and Brady streets. Has 42 members. Rev. Cyrus G. Van Derveer, Pastor. Hours of service 10 o'clock A M and 74 P M.",,
Davenport,1863,166.0,8,GERMAN EVANGELICAL LUTHERAN CHURCH,Churches,,"GERMAN EVANGELICAL LUTHERAN CHURCH.-Organized October, 1861. Situated at the south-east corner of 8th and Gaines streets. Has 45 members. Rev. John G. Kiesel, Pastor. Hours of service, 10 o'clock A. M.",,
Davenport,1863,166.0,9,Methodist Episcopal Sabbath School,Youth Organizations,,"Methodist Episcopal Sabbath School. Organized in 1836. Held in the basement of the M. E. Church, south-east corner of Fifth and Brady streets. Has 15-teachers and about 150 scholars. O. W. Skinner, Superintendent. Hour of meet- ing, 9 o'clock A. M. in summer and 94 in winter.",,
Davenport,1863,166.0,1,St. Anthony's,Churches,,St. Anthony's (Catholic) Sunday School. -Meets in the Church every Sunday afternoon. Full information not given. Probably organized in 1838.,,
Davenport,1863,166.0,2,Davenport Congregational Sabbath School,Churches,,"Davenport Congregational Sabbath School. Organized in 1839, re-organized as the Sabbath School of the Edwards Congregational Church, Aug., 1861. Meets in the Church. Has 14 teachers and 100 scholars. Edward Russell, Superintendent. Hour of meeting, 2 o'clock P. M.",,
Davenport,1863,166.0,3,Triaity Sabbath School,Churches,,"Triaity Sabbath School, (Protestant Episcopal.) -Organized in 1841. Meets in Trinity Church. Has 20 teachers and 123 scholars. John E. Henry, Superintendent. Hour of meeting, 3 o'clock P. M.",,
Davenport,1863,166.0,4,Presbyterian Sabbath School,Churches,,"Presbyterian Sabbath School. Organized March 6, 1846. Meets in the lecture room of the Church, north side of Third street between Main and Harrison. Has 21 teachers and 125 scholars. James M. Dalzell, Superintendent. Hour of meət- ing, 9 o'clock A. M. in summer and 94 in winter.",,
Davenport,1863,166.0,5,Second Baptist Sunday School,Churches,,"Second Baptist Sunday School. Organized in 1851. Meets in basement of Second Baptist Church. Has 18 teachers and 125 scholars, S. F. Smith, Superintendent. Hour of meet- ing, 9 o'clock A. M.",,
Davenport,1863,166.0,6,Christian Church Sunday School,Churches,,"Christian Church Sunday School. Organized January 6th, 1852. Meets in the Christian Chapel. Has 12 teachers and 100 scholars. Elder James Challen superintends the school. Hour of meettng, 9 o'clock A. M.",,
Davenport,1863,166.0,7,English Evangelical Lutheran Sunday School,Churches,,"English Evangelical Lutheran Sunday School. Organized in March, 1855, Meets in the German Evangelical Lutheran Church. Has 10 teachers and 50 scholars. Elias Shull, Su- perintendent. Hour of meeting, 9 o'clock A. Μ.",,
Davenport,1863,166.0,8,St Kunigandi's,Churches,,St Kunigandi's (German Catholic) Sunday School.-Informa- tion not given. Probably organised in 1855.,,
Davenport,1863,166.0,9,St. Luke's Church,Churches,,"St. Luke's (Episcopal) Sunday School. -Organized in 1856. Meets in the basement of St. Luke's Church, north west cor- ner 7th and Brady streets. Has 12 teachers and 85 scholars. Charles Stewart, Superintendent. Hour of meeting, 2 o'clock P. M.",,
Davenport,1863,166.0,10,Sabbath School of the United Presbyterian Church,Churches,,"Sabbath School of the United Presbyterian Church-Organ- ized January, 1856. Meets in the Church. Has 13 teachers and 75 scholars. J. W. Jamison, Superintendent. Hour of meeting, 1 o'clock P. M.",,
Davenport,1863,166.0,11,German Congregational Sunday School,Churches,,"German Congregational Sunday School. Organized in 1857. Is held in the German Congregational Church, south side of Fifth street between Warren and Vine. Has 4 teachers and from 25 to 80 scholars. Henry Dore, Superintendent. Hour of meeting, 9 o'clock A. M.",,
Davenport,1863,166.0,12,St. Marguerite's,Churches,,St. Marguerite's (Catholic) Sunday School. Organized in,,
Davenport,1863,168.0,1,St. Marguerite's Church,Churches,,"1859. Is held in St. Marguerite's Church. Has 10 teachers and 200 scholars. Conducted by the Rev. Henry Cosgrove. Hour of meeting, 2 o'clock P. M.",,
Davenport,1863,168.0,2,German Methodist Episcopal Sabbath School,Churches,,"German Methodist Episcopal Sabbath School.-Organized in 1859. Held in the German M. E. Church. Has 12 teachers and from 40 to 50 scholars. A. Peterson, Superintendent. Hour of meeting, 9 o'clock A. M.",,
Davenport,1863,168.0,3,First or Main Street Baptist Sunday School,Churches,,"First or Main Street Baptist Sunday School. Organized October, 1860. Meets in Main Street Baptist Church. Has 7 teachers and 45 scholars. Rev. Thomas Powell, Superintendent. Hour of meeting, 9 o'clock A. M.",,
Davenport,1863,168.0,4,Sunday School of the Reformed Protestant Dutch Church,Churches,,"Sunday School of the Reformed Protestant Dutch Church.- Organized in July, 1861. Meets in the Church. Has 20 teachers and 90 scholars. L. S. Viele, Superintendent. Hour of meeting, 3 o'clock P. M.",,
Davenport,1863,168.0,5,East Davenport Mission Sunday School,Churches,,"East Davenport Mission Sunday School. Was organized in 1855. It meets in the district school house, East Davenport. Is conducted on the Union plan, and has 8 teachers and 85 scholars. Charles H. Kent is the Superintendent. Hour of meeting, 2 o'clock P. M.",,
Davenport,1863,168.0,6,Mission Sunday School of the First Baptist Church,Churches,,"Mission Sunday School of the First Baptist Church. Was organized in 1856, by Dr. Witherwax, at a private residence, and after it increased in numbers, a larger room was rented, and finally, by the continued exertions of Dr. W., a one-story frame building was erected for the use of the school on Fourth street near Gaines, where it is now held. It has 9 teachers and 70 scholars. Dr. C. G. Blood, Superintendent. Hour of meeting, 1½ o'clock P. M.",,
Davenport,1863,168.0,7,West Davenport Mission Sunday School,Churches,,"West Davenport Mission Sunday School. Organized in 1859. Meets in the district (stone) school house, on Second street near the western city limits. Has 10 teachers and 68 scholars. E. A. Lynde, Superintendent. Hour of meeting, 1½ o'clock P. М.",,
Davenport,1863,168.0,1,"Scott Division No. 1, Sons of Temperance",Benevolent and Fraternal,,"Scott Division No. 1, Sons of Temperance. Organized October 5, 1847. Meets every Friday evening in Temper- ance Hall, second story of new State Bank building, south- east corner of Third and Brady streets. Present officers, Charles E. Putnam, W. P.; John E. Henry, W. A.; Franklin Kirk, R. S.; J. Smith Conner, F. S.; Jolin Collins, Treas. It is not easy to ascertain the number of its members; so many having entered the army, but as an example of its efficiency, the roll of membership shows that for the first six months of the current year, 350 have been initiated. Many of them from the camps in and around the city were thus, at the same time, drilling to fight king Alcohol and king Jeff. The fires have never ceased to burn on the altars of this Division from its organization. It has not at any time missed a single meeting for the want of a quorum.",,
Davenport,1863,168.0,2,"Adar Lodge No. 257, Independent Order of Good Tem- plars",Benevolent and Fraternal,,"Adar Lodge No. 257, Independent Order of Good Tem- plars. Organized July 13, 1861. Meets every Tuesday evening in Temperance Hall. Present officers, J. J. Sev- erance, W. C. T.; Mrs. C. B. McLaughlin, W. V. T.; Mrs. Anna Collins, W. S.; Miss Fanny Rouser, Treas. Has 70 members.",,
Davenport,1863,168.0,3,Davenport Ladies' Soldiers' Aid Society,Welfare Organizations,,"Davenport Ladies' Soldiers' Aid Society. Organized September, 1861. Meets every Tuesday afternoon in the basement of the Christian Church, east side of Brady be- tween Fourth and Fifth streets. Present officers, Mrs. D. T. Newcomb, President; Mrs. Alfred Sanders, Vice Presi- dent; Mrs. Capt. John Galligan, Treasurer; Mrs. Charles Lesslie, Secretary. The real workers of this Society are few, but they compensate by their industry for the lack of numbers, and have done much in the preparation of delica- cies to relieve the sufferings of our soldiers in the field.",,
Davenport,1863,168.0,4,Davenport City Relief Society,Welfare Organizations,,"Davenport City Relief Society. Organized August 28th, 1863, for the purpose of giving aid to the destitute in the city. Officers: Mayor John E. Henry, President; George L. Davenport, Treasurer; F. H. Griggs, Secretary.",,
Davenport,1863,170.0,1,"Davenport Lodge, No. 37",Benevolent and Fraternal,,"Davenport Lodge, No. 37. Stated meetings first Monday before the full moon in each month, in Masonic Hall, Griggs' Block, east side Perry, between Second and Third streets.",,
Davenport,1863,170.0,3,"Davenport Royal Arch Chapter, No. 16",Benevolent and Fraternal,,"Davenport Royal Arch Chapter, No. 16. Stated meetings second Tuesday in each month. Officers: O. H. Watson, H. P.; A. P. Luse, Sec'y; E Y. Lane, Treas. Meets in Masonic Hall.",,
Davenport,1863,170.0,4,"Davenport Lodge, No. 7",Benevolent and Fraternal,,"Davenport Lodge, No. 7.-Mcets every Tuesday evening, in Odd Fellows' Hall, west side of Brady, between Fifth and Sixth streets. Richard Hood, N. G.; J. C. Teagarden, V. G.; John M. Lyter, R. S.; John Yantis, P. S.; Israel Hall, Treas.",,
Davenport,1863,170.0,5,"Scott Lodge, No. 37",Benevolent and Fraternal,,"Scott Lodge, No. 37. Meets every Thursday evening, in Odd's Fellows' Hall. R. Blum, N. G.; Chas. Eckardt, V. G.; F. Miller, Treas.; V. Laux, Rec. Sec'y. [This Lodge transacts its business in the German language.]",,
Davenport,1863,170.0,6,"State Encampment, No. 3",Benevolent and Fraternal,,"State Encampment, No. 3. Instituted April 3d, 1848. Meets second and fourth Fridays in each month, in Odd Fellows' Hall. M. Dalzell, Jr.. C. P.; W. K. Lindsay, H. P.; John Cameron, S. W.; John Yantis, S.",,
Davenport,1863,170.0,7,"Twin City Degree Lodge, No. 1",Benevolent and Fraternal,,"Twin City Degree Lodge, No. 1.-Instituted March 8th, 1856. Meets first Friday in each month, in Odd Fellows' Hall.",,
Davenport,1863,170.0,8,Davenport Turner Society,Youth Organizations,,"Davenport Turner Society. Organized 1852. President, Ernst Claussen; Vice President, Chris. Kauffinann; Secretary, Theodore Petersen; Cor. Sec'y, J. F. E. Marxen; Treasurer, Louis Hansen. 1st Turnward, Christ. Mueller; 2d Turnward, H. Haak.",,
Davenport,1863,170.0,9,Davenport Gewerbe Verein,Labor Organizations,,"Davenport Gewerbe Verein (Mechanics' Association).-Organized January, 1861. Pres., Emil Geisler; Treas., Theodore Stuehr; Sec'y, E. A. Eckermann; Lib., E. Keiner. Hall, west side of Western Avenue, between 3d and 4th.",,
Davenport,1863,170.0,10,German Society for relief of the sick,Welfare Organizations,,"Kranken Verein. (German Society for relief of the sick.) Organized, 1849. President, L. F. Banrose; Vice President, Claus Wulff; Treasurer, Hans Borm; Secretary, C. H. Lage. Hall at Hans Borin's, north side Second between Ripley and Scott.",,
Davenport,1863,170.0,11,Washington Square Association,Civic Organizations,,"Washington Square Association. Pres., Dr. J. J. Olshausen; Vice Pres., G. P Ankerson; Secretary, Emil Geisler; Cor. Secretary, Bleik Peters; Treas., H. H. Andressen.",,
Davenport,1863,170.0,4,U. S. A.,Patriotic Organizations,,"Joseph McC. Bell, Captain U. S. A., and Asst. Adj. Gen.",,
Davenport,1863,170.0,5,U. S. Vols.,Patriotic Organizations,,"Thomas B. Hunt, Captain U. S. Vols., Asst. Q. M.",,
Davenport,1863,170.0,6,12th U. S. Inf.,Patriotic Organizations,,"S. Prentice, 1st Lient. 12th U. S. Inf., A. D. C.",,
Davenport,1863,170.0,7,7th Iowa Cav.,Patriotic Organizations,,"B. H. Roberts, 2d Lieut. 7th Iowa Cav., A. D. C.",,
Davenport,1863,170.0,8,10th U. S. Inf.,Patriotic Organizations,,"Richard Skinner, 2d Lieut. 10th U. S. Inf., A. A. C. S., and Ordnance Officer.",,
Davenport,1863,170.0,9,1st U. S. Cavalry,Patriotic Organizations,,"William N. Grier, Lieut. Col. 1st U. S. Cavalry. Office in Griggs' Block, east side Perry, between Second and Third streets.",,
Davenport,1863,170.0,10,3d U. S. Cav.,Patriotic Organizations,,"Thomas Duncan, Major 3d U. S. Cav. Office, Metropolitan Block.",,
Davenport,1863,170.0,13,U. S. A.,Patriotic Organizations,,"C. P. Kingsbury, Major U. S. A. Office east side of Iowa street, south of the Burtis House.",,
Davenport,1866,138.0,1,FIRST METHODIST EPISCOPAL CHURCH,Churches,,"FIRST METHODIST EPISCOPAL CHURCH. Organized in 1836.- Situated on the northeast corner Fifth and Brady streets. Rev. H. Bailies Pastor. Hour of service 10 o'clock, A. M., and 7 P. M. in Summer, and 11 A. M. and 7 P. M. in winter.",,
Davenport,1866,138.0,2,ST. ANTHONY'S (CATHOLIC) CHURCH,Churches,,ST. ANTHONY'S (CATHOLIC) CHURCH. Organized in 1838. Situated at the northeast corner of Fourth and Main streets. Rev. J. A. M. Pelamorgues Priest.,,
Davenport,1866,138.0,3,FIRST PRESBYTERIAN CHURCH,Churches,,"FIRST PRESBYTERIAN CHURCH, (OS). -Organized 1839. Situated on the northwest corner of Seventh and Brady sts. Rev. McC. Anderson Pastor.",,
Davenport,1866,138.0,4,CHRISTIAN CHURCH,Churches,,"CHRISTIAN CHURCH, OR DISCIPLES. Organized 1839. Situated at the east side of Brady between Fourth and Fifth streets. Elder James Challen, Pastor.",,
Davenport,1866,138.0,5,EDWARDS CONGREGATIONAL CHURCH,Churches,,"EDWARDS CONGREGATIONAL CHURCH. Organized 1839. Situated at the north side of Fifth street, between Brady and Main. Rev. Wm. Windsor, Pastor.",,
Davenport,1866,138.0,6,TRINITY CHURCH,Churches,,"TRINITY CHURCH, (PROTESTANT EPISCOPAL.) - Organized 1841. Situated at the southeast corner of Fifth and Rock Island sts. Rev. Alfred Stubbs, Rector.",,
Davenport,1866,138.0,7,CALVERY BAPTIST CHURCH,Churches,,"CALVERY BAPTIST CHURCH. Organized 1851. Situated at the southwest corner of Fourth and Perry streets. Rev. S. D. Watson, Pastor.",,
Davenport,1866,138.0,8,UNITED PRESBYTERIAN CHURCH,Churches,,"UNITED PRESBYTERIAN CHURCH. Organized 1854. Situated at the corner of Eleventh and Scott streets. Rev. Henry Wallace, Pastor.",,
Davenport,1866,138.0,9,ST. KUNIGUNDI'S CHURCH,Churches,,"ST. KUNIGUNDI'S CHURCH, (German Catholic.)-Organized 1855. Situated at the east side of Marquette, between Fifth and Sixth streets. Rev. Anton Niermann, Priest.",,
Davenport,1866,138.0,10,ST. MARGUERITE'S CHURCH,Churches,,"ST. MARGUERITE'S CHURCH, (Catholic). -Organized 1856. Situated at the northwest corner of Tenth and Le Claire sts. Rev. Henry Cosgrove, Priest.",,
Davenport,1866,138.0,1,GERMAN CONGREGATIONAL CHURCH,Churches,,"GERMAN CONGREGATIONAL CHURCH. Organized 1857. Situated south side of Fifth, between Warren and Vine. Rev. I. J. Graf, Pastor.",,
Davenport,1866,138.0,2,GERMAN METHODIST EPISCOPAL CHURCH,Churches,,"GERMAN METHODIST EPISCOPAL CHURCH. Organized 1859.- Situated on northeast corner Fifth and Warren streets. Rev. Chas Holtkamp, Pastor.",,
Davenport,1866,138.0,3,REFORMED PROTESTANT DUTCH CHURCH,Churches,,"REFORMED PROTESTANT DUTCH CHURCH. Organized 1859. Situated at the corner of Eleventh and Brady sts. Rev. Cyrus G. Van Derveer, Pastor.",,
Davenport,1866,138.0,4,GERMAN EVANGELICAL LUTHERAN CHURCH,Churches,,"GERMAN EVANGELICAL LUTHERAN CHURCH. Organized 1861. Situated at the southeast corner of Eighth and Gaines sts. Rev. John Ritter, Pastor.",,
Davenport,1866,138.0,5,GRISWOLD CHAPEL,Churches,,"GRISWOLD CHAPEL, (Protestant Episcopal). Situated on Gris- wold College Ground.",,
Davenport,1866,138.0,6,"Davenport Lodge, No. 37, A. F. and A. M",Benevolent and Fraternal,,"Davenport Lodge, No. 37, A. F. and A. M. Stated meeting first Monday before the full moon in each month, in Masonic Hall, Grigg's Block. W. D. Clark, W. M.; J. W. Jamison, S. W.; C. S. Streeper, J. W.; J. F. Farrand, Treas.; Jas. Thorington Sec.; W. F. Fidler, S. D.; F. H. Miller, J. D.; John N. Davis, Tyler.",,
Davenport,1866,138.0,7,"Davenport Lodge, No. 7",Benevolent and Fraternal,,"Davenport Lodge, No. 7.-Meets every Tuesday evening in Odd Fellow's Hall, west side of Brady, between Fifth and Sixth st. L. S. Johnson, N. G.; Chas H. Eldridge, V. G,; Alfred Sully, Sec- retary; Wm. Pool, Treasurer. Trustees, B. B. Woodward, W. K. Lindsay, John Gundaker.",,
Davenport,1866,138.0,8,"Scott Lodge, No. 37",Benevolent and Fraternal,,"Scott Lodge, No. 37. Meets every Thursday evening in Odd Fellow's Hall. F. Mueller, N. G.; J. Trede, V. G.; H. Lavrenz, R. S., M. Goldfriedrich, P. S.; H. Thode, Treasurer; P. Fleming, V. Lamp, Trustees.",,
Davenport,1866,140.0,1,Odd Fellow's Hall,Benevolent and Fraternal,,"State Encampment No. 3-Meets Second and Fourth Fridays in each month in Odd Fellow's Hall. John F. Knostman, C. P.; T. L. Mitchel, H. P.; Chas H. Eldridge, S. W.; L. S. Johnson, J. W.; John Gundaker, Scribe; W. K. Lindsay, Treas. Trustees, W. Pool, M. Goldfriedrich, W. Kearns.",,
Davenport,1866,140.0,2,"Scott Division No 1, Sons of Temperance",Benevolent and Fraternal,,"Scott Division No 1, Sons of Temperance-Organized Oct. 5th, 1846. Meets every Friday evening in Temperance Hall, south- east corner of Third and Brady. Present officers: L. B. Moore, W. P.; I. P. Mars, W. A.; J. N. Crawford, F. S.; J. S. Conner, Treasurer; J. P. Dosch, R. S.; J. B. Carmichael, A. R. S.; Wm. Hazelton, C.; A. Johnson, A. C.; E. G. Frazer, I. S.; J. C. Biggs, O. S.; T. R. Sheppard, Chaplain.",,
Davenport,1866,140.0,3,"Adar Lodge, No. 257, I. O. of Good Templars",Benevolent and Fraternal,,"Adar Lodge, No. 257, I. O. of Good Templars. Organized July 13, 1861. Meets every Tuesday evening in Temperance Hall.- Present officers; Robert P. Moore, W. C. T.; Mary J. Voodry, W. V. T.; S. L. C. Rhodes, W. S.; J. T. Temple, F. S.; Hannah Morton, Treas.; Mrs. M. W. Porter, Chaplain.",,
Davenport,1866,140.0,4,"Adar Degree Lodge, No. 19",Benevolent and Fraternal,,"Adar Degree Lodge, No. 19.-Present officers: J. T. Temple, W. D. T.; Mary J. Voodry, V.; S. L. C. Rhodes, Secretary; J. N. Davis, T.; J. W. Voodry, Marshal; R. P. Moore, T. S.",,
