city,year,page,line_no,organization_name,category,sub_category,line,address,description
Olathe,1908,8,47,Franklin Post No. 68,Patriotic Organizations,,"Franklin Post No. 68. Meets 2d and 4th Friday afternoons in their hall, 3d floor Court House. W. C. Teas, Commander; Wm. Lyman, Adjt.; E. M. Clark, Q. M.",,
Olathe,1908,8,1,RELIEF CORPS,Benevolent and Fraternal,,RELIEF CORPS.,,
Olathe,1908,8,2,G. A. R. Hall,Patriotic Organizations,,"Franklin Relief Corps No. 3. Meets 2d and 4th Monday afternoons of each month at G. A. R. Hall. Mrs. Ella Zimmerman, Pres.; Mrs. Elsie Vincent, Sec.; Mrs. Loula Norman, Treas.",,
Olathe,1908,8,4,Olathe Grange,Civic Organizations,,"Olathe Grange No. 118. Meets 1st and 3d Saturdays of each month in Grange Hall. I. C. Bent, Master; Mrs. Emma Kelly, Sec.; W. C. Teas, Treas.",,
Olathe,1908,8,6,Olathe Lodge,Secret Societies,,"Olathe Lodge No. 1. Meets every Friday night. J. M. Leonard, N. G.; S. B. S. Wilson, Sec.",,
Olathe,1908,8,8,Odd Fellows' Hall,Secret Societies,,"Harmony Lodge No. 59.-Meets every Tuesday evening in Odd Fellows' Hall. No. 84. J. W. Johnson, N. G.; J. L. Hays, Sec.; Dr. Thos. Hamil, Treas.",,
Olathe,1908,8,10,Odd Fellows' Hall,Secret Societies,,"Clathe Encampment No. 15. Meets 1st and 3d Monday evenings of each month at Odd Fellows' Hall. F. W. Gras, C. P.; A. Horstman, Scribe; J. L. Hays, Treas.",,
Olathe,1908,8,12,Western Star Lodge,Secret Societies,,"Western Star Lodge No. 12. Meets 1st and 3d Thursdays of each month at Odd Fellows' Hall. Elizabeth Hubbell, N. G.; Minta Malin, Sec.; Julia Woodworth, Treas.",,
Olathe,1908,8,14,Knights of Protected Ark,Secret Societies,,"Knights of Protected Ark.-W. D. Hendrix, Sec.",,
Olathe,1908,8,16,Park ne. cor. Chestnut,Civic Organizations,,"Irdependent Lodge No. 4. Meets every Friday night at their hall, Park ne. cor. Chestnut. J. M. Leonard, C. C.; S. J. Kelly, K. of R. & S.; S. D. Scott, M. of E.",,
Olathe,1908,8,18,Life and Annuity Ass'n,Benevolent and Fraternal,,"Life and Annuity Ass'n No. 125-Meets 1st and 3d Friday eves of each month in Odd Fellows Hall. L. A. Horstman, pres.; Mrs. Hattie Bancroft, sec.; J. F. Duke, Disct Deputy.",,
Olathe,1908,8,20,Olathe Lodge,Secret Societies,,"Olathe Lodge No. 605-Meets on call. H. C. Williamson, pres.; Dr. J. J. Parker, Sec.",,
Olathe,1908,8,22,Merton Wilcox Council,Secret Societies,,"Merton Wilcox Council No. 170-Meets every 2d and 4th Wednesday eves at Odd Fellow Hall No. 59. J. M. Gillihan, pres; S. P. Howland, sec.; Al Ryan, treas.",,
Olathe,1908,8,24,Odd Fellows Hall,Secret Societies,,"Olathe Camp No. 893-Meets 2d and 4th Monday eves of each month in Odd Fellows Hall. L. D. Brooka, V. C.; Roscoe Smith, clerk; C. E. Hammond, banker.",,
Olathe,1908,8,26,Mrs. Erma Ruppelius,Benevolent and Fraternal,,"Sunflower Camp No. 771-Meets 2d and 4th Fridays of each month in I. O. O. г. Hall No. 59. Mrs. Ella Brooks, Oracle; Mrs. Sadie Woods, recorder; Mrs. Erma Ruppelius, treas.",,
Olathe,1908,8,28,D. & D. Chapel,Benevolent and Fraternal,,"Olathe Council No. 182-Meets 4th Monday in each month D. & D. Chapel. S. H. Lantz, pres.; J. J. Dold, sec. and treas.",,
Olathe,1908,8,30,Odd Fellows Hall,Secret Societies,,"Olathe Court No. 27-Meets 2d and 4th Monday eves of each month at Odd Fellows Hall No. 59. Frank P. Hollenbeck, chief; Mrs. Emma Norman, scribe,",,
Olathe,1908,8,32,Mrs. Cora E. Leonard,Welfare Organizations,,"Meets 1st Wednesday afternoon of each month. Mrs. Jennie Teas pres.; Mrs. L. E. Hudson, sec.; Mrs. Cora E. Leonard, creas.",,
Olathe,1908,8,34,Odd Fellows Hall,Secret Societies,,"Mistletoe Camp No. 117-Meets 1st and 3rd Wednesdays of each month at Odd Fellows Hall. R. W. Crawford, C. C.; Dr. Lloyd Hamill, Sec.",,
